Book_ID,Title,Author,Genre,Published_Year,Price,Stock
252,Down-sized high-level encoding,Gabriela Russell MD,Fiction,1902,12.62,43
253,Horizontal didactic structure,Robert Rodriguez,Fiction,1961,11.66,21
254,Team-oriented bandwidth-monitored project,Jacqueline Ramsey,Mystery,1916,42.57,100
255,Switchable impactful superstructure,Amber Wells,Science Fiction,1906,24.51,24
256,Digitized multi-state circuit,Sarah Walker,Biography,1981,36.86,77
257,Multi-channeled 24/7 functionalities,William Pierce,Romance,1935,21.14,33
258,Robust systemic Graphical User Interface,Kyle Carter,Mystery,1916,9.95,6
259,Pre-emptive incremental secured line,Jason Perez,Science Fiction,1994,14.48,1
260,Business-focused methodical application,Brian King,Fiction,1907,49.59,10
261,Intuitive content-based toolset,Christopher Fuentes,Science Fiction,1964,14.25,52
262,Team-oriented content-based adapter,Dr. Kimberly Stevenson DVM,Biography,1979,21.02,86
263,Right-sized bifurcated definition,Kayla Wilkinson,Fiction,1965,9.79,3
264,De-engineered local interface,Wayne Hall,Biography,2015,20.51,47
265,Adaptive homogeneous moratorium,Jennifer Johnson,Non-Fiction,1926,46.6,66
266,Persevering disintermediate application,Jeremy Bailey,Non-Fiction,1927,33.29,92
267,Expanded demand-driven database,Gary Williams,Biography,1905,37.49,24
268,Monitored 5thgeneration challenge,Billy Aguilar,Biography,1960,8.1,62
269,Decentralized disintermediate Internet solution,Jerry Fisher,Romance,1963,33.08,42
270,Organized logistical architecture,Christopher Martinez,Romance,1919,13.17,25
271,Intuitive intangible circuit,Robin Mejia,Science Fiction,1974,22.08,82
272,Intuitive 4thgeneration intranet,Daniel Gillespie,Mystery,1959,5.16,79
273,Devolved zero administration process improvement,Emily James,Romance,1929,12.43,23
274,Automated systemic functionalities,Matthew Thomas,Fiction,1903,48.8,72
275,Team-oriented dedicated attitude,Jeffrey Richardson,Biography,2006,25.83,91
276,Profound radical access,Ryan Clark,Romance,1911,19.85,32
277,Progressive user-facing customer loyalty,Ashley Cunningham,Biography,1909,33.21,95
278,Exclusive asymmetric installation,Benjamin Flores,Fiction,1901,48.61,69
279,Upgradable radical adapter,Elizabeth Wilson,Non-Fiction,2008,30.5,28
280,Balanced next generation forecast,Aaron Rangel,Non-Fiction,1977,16.78,97
281,Fundamental object-oriented productivity,Robert Hatfield,Mystery,1931,16.34,83
282,Configurable local emulation,Russell Castillo,Biography,2016,38.19,3
283,Phased value-added access,Jessica Johnson,Non-Fiction,1903,17.0,94
284,Progressive 24hour artificial intelligence,Peter Cabrera,Science Fiction,1906,15.21,99
285,Devolved secondary function,Sheila Nelson,Science Fiction,1914,27.65,34
286,Sharable client-driven contingency,Joseph Crawford,Non-Fiction,1900,8.29,84
287,Exclusive encompassing pricing structure,Cynthia Diaz,Science Fiction,1994,40.19,32
288,Re-contextualized real-time Graphic Interface,Erica Parker,Science Fiction,1908,27.91,9
289,Inverse asynchronous superstructure,Lacey Lang,Mystery,1959,20.12,66
290,Expanded analyzing forecast,Holly Golden,Mystery,1988,43.81,31
291,Compatible impactful interface,Rachael Kelley,Biography,1957,7.77,13
292,Fully-configurable mission-critical artificial intelligence,Rachel Adkins,Mystery,2017,26.94,2
293,Secured object-oriented secured line,Megan Kennedy,Fantasy,1955,17.93,58
294,Pre-emptive clear-thinking workforce,Craig Sanchez,Mystery,1964,42.53,29
295,Persistent disintermediate artificial intelligence,Todd Davis,Non-Fiction,1977,28.66,65
296,Triple-buffered heuristic adapter,Jennifer Johnson,Non-Fiction,1949,11.49,49
297,Advanced well-modulated architecture,Chad Craig,Fiction,2016,35.65,2
298,Assimilated composite archive,Mark Gibson,Fiction,1957,46.66,62
299,Centralized disintermediate array,Donald Wiggins,Fiction,1909,28.19,73
300,Integrated fresh-thinking toolset,Joseph Jensen,Non-Fiction,1962,26.87,77
301,Polarized high-level installation,John Davidson,Fantasy,1975,21.66,77
302,Ergonomic leadingedge portal,James Curtis,Fiction,1981,28.67,92
303,Open-source background extranet,Meredith Miller,Romance,1968,6.57,77
304,Front-line high-level emulation,Amber Joyce,Non-Fiction,1935,13.48,23
305,Down-sized bandwidth-monitored open system,Susan Robbins,Fantasy,1999,31.66,27
306,Phased didactic product,Elizabeth Koch,Biography,1988,43.92,56
307,Expanded local infrastructure,Valerie Moore,Mystery,1914,14.43,7
308,Expanded maximized collaboration,Amanda Moore,Romance,2009,20.75,35
309,Mandatory homogeneous ability,George Sanchez,Fantasy,1939,11.74,77
310,Reduced well-modulated database,Raymond Nicholson,Non-Fiction,2021,47.92,40
311,Profit-focused static intranet,Kaitlyn Mills,Biography,1903,32.28,48
312,Balanced multi-state monitoring,Clayton Garcia DDS,Biography,1946,36.47,13
313,Profound client-driven paradigm,Nicole Olson,Non-Fiction,1997,47.16,53
314,Decentralized discrete archive,Jordan Holt,Romance,1914,9.59,74
315,Virtual exuding Internet solution,Anne George,Fiction,2012,42.9,40
316,Multi-tiered client-server methodology,Rebecca Chavez,Fantasy,1992,8.81,74
317,Upgradable client-driven ability,Patricia Kennedy,Science Fiction,1961,29.2,13
318,Cloned upward-trending installation,Sherry Kim,Fantasy,1921,40.11,94
319,Distributed disintermediate groupware,Michael Mckenzie,Fantasy,1964,42.61,50
320,Ergonomic clear-thinking interface,Judith Gutierrez,Fantasy,1950,5.07,55
321,Polarized optimizing moratorium,Amanda Savage,Biography,1911,24.32,16
322,Customizable object-oriented paradigm,Gail Lawson,Non-Fiction,1932,26.49,42
323,Balanced dynamic project,Kelly Hopkins,Biography,1976,35.83,2
324,Diverse dynamic contingency,James Duran,Fiction,1993,46.08,23
325,Proactive secondary help-desk,William Drake,Romance,1981,40.4,50
326,Networked composite Internet solution,Victoria Wilson,Non-Fiction,1903,15.15,78
327,Implemented zero-defect product,Kim Lee,Fiction,1984,21.4,29
328,Sharable intermediate task-force,Andrew Cervantes,Science Fiction,1940,10.26,28
329,Multi-tiered dedicated encryption,Jacob Fischer,Fiction,1973,38.49,27
330,Assimilated user-facing approach,Roy Wolf,Biography,1990,32.02,25
331,Profit-focused systematic project,Dennis Hooper,Fiction,1936,15.36,89
332,Quality-focused mobile migration,Tanya Brandt,Biography,1968,49.08,17
333,Advanced responsive extranet,Mark Chavez DDS,Fantasy,1959,27.76,29
334,Synergistic fault-tolerant attitude,Robert Bullock,Mystery,1913,35.68,88
335,Adaptive bi-directional implementation,Alexandra Cox,Romance,1938,47.29,23
336,Organized high-level algorithm,Grace Waller,Fantasy,2006,24.08,26
337,Progressive impactful structure,Karen Moreno,Fantasy,1901,34.28,44
338,Seamless analyzing encoding,Kevin Garcia,Mystery,1949,10.17,61
339,Centralized uniform extranet,Steven Mcdonald,Romance,2014,43.51,68
340,Proactive system-worthy orchestration,Robert Scott,Mystery,1907,49.98,88
341,Robust multimedia support,Scott Murphy,Non-Fiction,1933,19.59,42
342,Digitized regional monitoring,Kenneth Finley,Fiction,1969,17.11,84
343,De-engineered grid-enabled secured line,Marissa Smith,Mystery,2006,43.03,86
344,Optimized holistic approach,Brittney Brown,Romance,1990,39.63,27
345,Function-based disintermediate intranet,Michael Johnson,Science Fiction,1920,25.89,78
346,Object-based asynchronous moratorium,Jennifer Oliver,Fantasy,1965,9.97,23
347,Synergistic exuding website,Angelica Elliott,Mystery,1906,6.1,86
348,Object-based contextually-based model,Amber Patterson,Romance,1907,12.62,22
349,Monitored interactive focus group,Thomas Chung,Non-Fiction,2013,44.36,51
350,Exclusive 24hour groupware,Brian Baker,Romance,2008,31.67,49
351,Decentralized demand-driven middleware,Carmen Johnson,Fantasy,1972,34.98,42
352,Intuitive intermediate paradigm,Scott Bowman MD,Science Fiction,1927,6.01,97
353,Public-key intangible frame,Katherine Fry,Romance,1984,46.97,41
354,Enhanced holistic solution,Jeremy Hughes,Mystery,1927,21.09,41
355,Reduced systematic forecast,Christine Martin,Romance,1987,8.1,34
356,Front-line modular moratorium,Timothy Williams,Biography,1957,25.65,44
357,Intuitive value-added product,Hunter Odom,Non-Fiction,1983,11.85,27
358,Right-sized intangible infrastructure,Stephanie Clayton,Biography,1962,7.18,29
359,Secured maximized time-frame,Megan Burton,Romance,1970,28.19,99
360,Profound tertiary encoding,Jennifer Jones,Non-Fiction,2020,49.34,73
361,Optional object-oriented pricing structure,Jenna Johnson,Romance,1957,39.75,71
362,Profit-focused multimedia throughput,Andrea Lucas,Fiction,1933,29.43,64
363,Proactive explicit capability,Tony Curtis,Romance,1915,7.48,52
364,Persevering scalable leverage,Angel Shepherd,Science Fiction,1923,43.82,86
365,Synchronized impactful synergy,Megan Gutierrez,Science Fiction,1955,10.64,99
366,Re-contextualized national secured line,Robert Wilson,Fiction,1922,13.1,4
367,Universal analyzing support,Eric Taylor,Fiction,1940,29.32,35
368,Stand-alone logistical installation,Elizabeth Williams,Biography,1913,44.6,97
369,Diverse responsive focus group,Ashley Chavez,Biography,1966,22.65,100
370,Synergistic user-facing frame,David Olson,Non-Fiction,1977,43.91,97
371,Multi-tiered methodical paradigm,Vicki Vance,Non-Fiction,1959,17.4,43
372,Realigned mobile focus group,Michael Jackson,Fiction,1905,17.73,42
373,Exclusive dynamic approach,Michelle Mercado,Fiction,1911,39.09,49
374,Operative non-volatile parallelism,Wendy Walker,Science Fiction,1987,24.26,72
375,Fully-configurable disintermediate solution,Cynthia Jones,Mystery,1993,34.15,55
376,Mandatory full-range middleware,Debra Horn,Romance,1997,29.26,76
377,Realigned 6thgeneration infrastructure,Jennifer Hughes,Mystery,2007,39.79,55
378,Future-proofed heuristic function,Samantha Mcclain,Romance,1903,6.01,0
379,Digitized zero-defect access,Angela Stewart,Non-Fiction,1916,5.7,95
380,Universal fault-tolerant array,Michael Johnson,Science Fiction,1984,13.17,78
381,Total foreground alliance,Anthony Wilson,Non-Fiction,1977,10.6,14
382,Implemented background approach,Megan King,Romance,2012,33.19,27
383,Optional clear-thinking task-force,Samuel Morales,Mystery,1927,42.17,71
384,Multi-channeled needs-based intranet,Molly Roberts,Romance,1911,33.92,46
385,Right-sized holistic productivity,Geoffrey Burnett,Fantasy,1962,27.25,65
386,Synchronized 24/7 analyzer,Dawn Hart,Romance,1944,6.36,71
387,Grass-roots disintermediate analyzer,Amber Davis,Non-Fiction,1979,47.42,6
388,Distributed transitional solution,Marilyn Camacho,Science Fiction,1917,26.62,5
389,Robust holistic solution,Jennifer Nelson,Romance,1928,25.39,89
390,Versatile mission-critical customer loyalty,Rachel Case,Biography,1947,39.96,35
391,Face-to-face 6thgeneration attitude,Erica Olson,Romance,2009,33.42,35
392,Horizontal hybrid emulation,Jeanne Brown,Fantasy,1963,35.52,86
393,Triple-buffered multimedia access,Nathan Ashley,Fantasy,1987,44.0,44
394,Integrated well-modulated Graphic Interface,Karen Reese,Fantasy,1994,27.15,59
395,Proactive impactful attitude,Travis Thompson,Non-Fiction,1945,34.05,19
396,Assimilated local complexity,Paul Smith,Mystery,1967,22.34,97
397,Object-based secondary emulation,Angela Richard,Science Fiction,1969,28.15,50
398,Programmable context-sensitive forecast,Evelyn Cox,Mystery,1998,33.41,50
399,Distributed regional collaboration,Juan Reynolds,Biography,2007,14.34,25
400,Multi-channeled context-sensitive adapter,Jeremiah Dyer,Fantasy,1915,34.57,47
401,Managed eco-centric hierarchy,Debbie Lopez,Mystery,1997,31.72,37
402,Streamlined multimedia capability,Anthony Vaughn,Mystery,1982,21.38,24
403,Persevering incremental strategy,David Miller,Fiction,1928,15.01,82
404,Face-to-face multi-tasking Internet solution,Kevin Pittman,Mystery,1915,15.65,69
405,Fundamental regional capacity,Samantha Hawkins,Mystery,1916,7.42,98
406,De-engineered methodical capacity,James Gonzalez,Fiction,2006,35.79,50
407,Mandatory executive groupware,Michelle Bell,Romance,1947,42.19,50
408,Decentralized tertiary customer loyalty,William Roberts,Fiction,1946,10.07,2
409,Innovative directional project,Jerry Burch,Mystery,1941,21.56,49
410,Team-oriented tangible ability,Veronica Hebert,Science Fiction,2005,44.33,42
411,Profit-focused solution-oriented open system,Aaron Hall Jr.,Romance,2012,15.03,83
412,Profound zero-defect process improvement,Lisa Alexander,Biography,1921,9.83,5
413,Cross-platform grid-enabled capacity,Kimberly James,Fantasy,1997,10.35,89
414,Organized directional Internet solution,Amanda Carrillo,Fiction,1999,22.55,93
415,Enhanced next generation standardization,Anthony Nguyen,Fantasy,1976,29.51,18
416,Expanded maximized portal,Tina Stevenson,Science Fiction,2018,49.1,96
417,Persistent radical neural-net,Christopher Jones,Science Fiction,1945,46.61,48
418,Proactive client-driven knowledgebase,Jeremy Ware,Fantasy,1927,31.88,83
419,Enterprise-wide multimedia initiative,Theresa Rice,Non-Fiction,1981,9.28,25
420,Proactive radical application,Kevin Mosley,Biography,1907,33.14,35
421,Exclusive zero administration superstructure,John Pearson,Fiction,1901,40.05,58
422,Grass-roots systematic moderator,Joyce Patton,Fantasy,1919,45.91,39
423,Implemented systematic leverage,Daisy Johnson,Romance,1943,25.63,14
424,Object-based secondary knowledgebase,Eric Shepherd,Mystery,1935,40.5,84
425,Synergized analyzing solution,Tammy Cervantes,Non-Fiction,1990,24.23,45
426,Triple-buffered upward-trending artificial intelligence,John Shannon,Biography,2021,32.82,98
427,Ergonomic zero-defect software,Denise Mclaughlin,Fantasy,1965,18.0,46
428,Innovative asymmetric utilization,Darryl Price,Romance,1966,22.73,66
429,Cross-platform 24hour artificial intelligence,Dawn Coleman,Romance,2002,42.58,95
430,Quality-focused methodical matrix,Dennis Hernandez,Mystery,1922,11.9,76
431,Synergized fresh-thinking monitoring,Christopher Dixon,Romance,1965,19.48,31
432,Horizontal disintermediate alliance,Rodney Ward,Non-Fiction,1951,8.84,55
433,Configurable 3rdgeneration synergy,Teresa Bell,Fantasy,1944,22.09,81
434,Monitored value-added focus group,Mary Pollard,Science Fiction,1942,45.58,4
435,Inverse grid-enabled attitude,Kara Schwartz,Fantasy,1939,27.76,10
436,Sharable heuristic conglomeration,Garrett Campbell,Mystery,1916,15.9,54
437,Customizable directional matrices,Alyssa Lopez,Fiction,1960,44.29,7
438,Synchronized mission-critical process improvement,Samantha Stewart,Science Fiction,1913,33.39,82
439,Monitored eco-centric framework,Kelly Rodriguez,Fiction,1970,16.0,94
440,Ergonomic disintermediate project,Jill Padilla,Non-Fiction,2000,27.42,68
441,Streamlined 6thgeneration collaboration,Susan Reeves,Science Fiction,2013,40.72,65
442,Enhanced grid-enabled budgetary management,Betty Cross,Non-Fiction,1993,48.48,93
443,Down-sized radical orchestration,Crystal Hall,Non-Fiction,1987,44.05,89
444,Open-source radical capability,Victoria Galloway,Romance,1907,12.73,26
445,Advanced reciprocal time-frame,Pamela Crawford,Non-Fiction,2007,13.61,71
446,Open-architected 3rdgeneration budgetary management,Carolyn Schmidt,Science Fiction,1909,34.49,7
447,Enterprise-wide empowering circuit,Steven Hutchinson,Mystery,1906,36.25,9
448,Digitized uniform Internet solution,Douglas Malone,Mystery,1929,6.26,70
449,Universal homogeneous adapter,Gina Lopez,Romance,1966,40.17,1
450,Reactive high-level framework,Miguel Smith,Non-Fiction,1935,45.75,18
451,Re-contextualized logistical throughput,Danielle Alvarez,Romance,2009,5.63,87
452,Vision-oriented 5thgeneration analyzer,Amber Hayden,Romance,1909,40.78,5
453,Optional 6thgeneration task-force,Jesse Morgan,Non-Fiction,1996,48.55,65
454,Stand-alone methodical implementation,Kim Wilson,Biography,1940,9.56,94
455,Diverse zero tolerance service-desk,Ashley Jackson,Romance,1960,27.03,55
456,User-centric composite projection,Jordan West,Romance,1991,20.11,37
457,Configurable disintermediate extranet,Melissa Lewis,Mystery,1953,28.22,2
458,Cross-group analyzing matrix,Nancy Griffith,Fiction,1914,37.28,53
459,Customizable optimal infrastructure,Robert Garcia,Mystery,2013,35.77,45
460,Optimized human-resource forecast,Rachel Travis,Romance,1900,35.88,39
461,Cloned cohesive attitude,Daniel Walsh,Science Fiction,1969,9.6,39
462,Innovative 3rdgeneration database,Allison Contreras,Fantasy,1988,49.23,62
463,Re-engineered disintermediate definition,Cheryl Anderson,Fantasy,1911,11.99,36
464,Function-based human-resource migration,Lauren Hall,Non-Fiction,1998,38.54,12
465,Organic attitude-oriented support,Kayla Clarke,Non-Fiction,1920,24.93,78
466,Multi-channeled mission-critical initiative,Michelle Hanson,Fantasy,2015,37.17,93
467,Function-based dedicated frame,Larry Hunt,Romance,1979,13.82,96
468,Organized upward-trending parallelism,Nicole Davenport,Fantasy,1987,30.59,83
469,Automated 5thgeneration customer loyalty,Kimberly Shannon,Fantasy,1967,23.25,92
470,Function-based mobile neural-net,Christopher Gomez,Fantasy,1915,27.67,40
471,Cross-platform next generation website,Anna Roberts,Romance,1929,45.38,37
472,Stand-alone clear-thinking extranet,Craig Dominguez,Fiction,1942,28.09,9
473,Fully-configurable mobile solution,Cathy Stone,Fantasy,1964,30.26,72
474,Grass-roots static hub,Ryan Mcintyre,Mystery,2010,46.84,98
475,Stand-alone zero administration emulation,Michelle Lyons,Romance,1986,47.76,100
476,Front-line next generation migration,Russell Sparks,Biography,1907,39.42,37
477,Distributed cohesive approach,Chris Brown,Romance,2019,27.71,17
478,Total logistical parallelism,Andrea Meyer,Science Fiction,1913,35.46,53
479,Balanced grid-enabled architecture,Christian Morales,Fiction,2009,38.27,60
480,Adaptive mobile toolset,Andrew James,Fiction,1940,38.15,75
481,Automated transitional hardware,Nicole Smith,Fiction,1980,10.55,77
482,Pre-emptive transitional contingency,Joseph Holt,Science Fiction,1965,31.96,33
483,Enterprise-wide analyzing alliance,Alicia Martin,Mystery,1931,14.03,46
484,User-centric discrete software,Emma Hudson,Non-Fiction,1991,37.51,37
485,Decentralized content-based access,Nancy Taylor,Mystery,1900,23.16,57
486,Monitored tangible extranet,Lisa Medina,Non-Fiction,2018,19.13,52
487,Self-enabling actuating monitoring,Allison Salas,Mystery,1921,39.26,26
488,Optimized attitude-oriented synergy,Cory Ross,Non-Fiction,1985,49.15,64
489,Enhanced system-worthy middleware,Roger Austin,Science Fiction,1906,34.02,49
490,Progressive client-server infrastructure,Philip Thompson,Non-Fiction,2019,12.88,40
491,Pre-emptive intangible adapter,Michael Hill,Fantasy,1910,14.87,2
492,Implemented next generation open architecture,Marcus Spencer,Science Fiction,1984,44.07,76
493,User-centric bi-directional application,Anthony Poole,Science Fiction,1956,28.08,89
494,Triple-buffered dedicated strategy,Kimberly Smith MD,Romance,1901,6.66,59
495,Horizontal background throughput,Billy Lopez,Fiction,1987,20.31,43
496,Decentralized radical forecast,James Adams,Science Fiction,1966,43.75,96
497,Function-based local installation,Craig Thompson,Science Fiction,1919,24.1,33
498,Secured 24/7 neural-net,Heather Marks,Non-Fiction,1975,10.88,22
499,Compatible transitional budgetary management,Isaac Nelson,Biography,1905,6.94,64
500,Vision-oriented zero tolerance initiative,David Hatfield,Science Fiction,1921,15.94,64
